match_id,date,home_team,away_team
20260902_SintTruidense_UnionSaint-Gilloise,2026-09-02,Sint Truidense,Union Saint-Gilloise
20260903_Anderlecht_KVKortrijk,2026-09-03,Anderlecht,KV Kortrijk
20260903_Gent_Oud-HeverleeLeuven,2026-09-03,Gent,Oud-Heverlee Leuven
20260904_Lommel_ClubBrugge,2026-09-04,Lommel,Club Brugge
20260905_Mechelen_Westerlo,2026-09-05,Mechelen,Westerlo
20260905_StandardLiege_RoyalAntwerp,2026-09-05,Standard Liege,Royal Antwerp
