match_id,date,home_team,away_team
20260829_Celtic_Falkirk,2026-08-29,Celtic,Falkirk
20260829_Hearts_StJohnstone,2026-08-29,Hearts,St Johnstone
20260829_Kilmarnock_DundeeUnited,2026-08-29,Kilmarnock,Dundee United
20260830_Aberdeen_Rangers,2026-08-30,Aberdeen,Rangers
20260830_Dundee_Hibernian,2026-08-30,Dundee,Hibernian
20260830_StMirren_Motherwell,2026-08-30,St Mirren,Motherwell
